Date,Description,Amount,Category
08-05-2023,PVR CINEMAS,1058.56,Entertainment
04-07-2024,AMAZON INDIA,7847.67,Shopping
29-10-2023,STARBUCKS,1935.62,Food
01-07-2023,BLINKIT,481.9,Food
10-03-2023,ZARA,4024.88,Shopping
15-05-2023,GROCERY STORE,1421.75,Food
27-10-2024,BLINKIT,1276.41,Food
10-03-2024,DISNEY+ HOTSTAR,1275.07,Entertainment
22-05-2024,FLIPKART,4756.23,Shopping
08-07-2024,PPF TRANSFER,5640.77,Investment
06-02-2023,BLINKIT,387.58,Food
10-01-2024,MYNTRA,6122.89,Shopping
15-10-2023,ICICI CAR LOAN,42678.51,EMI
08-11-2023,GROCERY STORE,2307.9,Food
02-09-2024,FLIPKART,3243.38,Shopping
24-11-2024,ZARA,4739.45,Shopping
16-02-2024,DOMINOS PIZZA,1976.08,Food
22-06-2023,AIRTEL POSTPAID,1929.95,Utilities
26-12-2024,GROWW SIP,10902.7,Investment
14-04-2023,JIO FIBER,2903.61,Utilities
15-01-2024,UPI/DECATHLON,4851.16,Shopping
16-09-2024,MYNTRA,1882.24,Shopping
17-05-2024,STARBUCKS,1556.33,Food
28-05-2024,BOOKMYSHOW,1428.36,Entertainment
28-11-2023,BAJAJ FINSERV EMI,33749.47,EMI
28-06-2024,UPI/SWIGGY,470.93,Food
07-11-2024,FLIPKART,6033.38,Shopping
26-01-2024,MYNTRA,6350.31,Shopping
27-05-2024,ZARA,1524.53,Shopping
05-09-2024,IGL GAS BILL,858.96,Utilities
27-05-2023,BOOKMYSHOW,1113.12,Entertainment
31-10-2024,UPI/ZOMATO,632.19,Food
22-09-2024,SBI HOME LOAN EMI,35403.08,EMI
23-12-2023,BLINKIT,915.11,Food
26-03-2023,SALARY CREDIT - TCS,87456.37,Salary
27-06-2024,MCDONALDS,1732.11,Food
29-11-2024,UPI/ZOMATO,1776.05,Food
06-04-2024,BOOKMYSHOW,1207.9,Entertainment
07-11-2024,MCDONALDS,831.05,Food
10-10-2024,UPI/ZOMATO,2342.87,Food
30-03-2023,UPI/SWIGGY,1694.41,Food
20-02-2023,NETFLIX SUB,1485.86,Entertainment
05-12-2023,STARBUCKS,1887.18,Food
09-08-2023,UPI/KFC,2339.95,Food
07-09-2024,ZARA,5814.6,Shopping
17-12-2023,FLIPKART,1411.83,Shopping
17-09-2024,TO LANDLORD,22597.02,Rent
07-01-2024,UPI/SWIGGY,904.47,Food
16-05-2024,BLINKIT,2202.98,Food
17-05-2024,FLIPKART,1001.64,Shopping
29-02-2024,UPI/SWIGGY,1473.55,Food
24-05-2023,JIO FIBER,714.45,Utilities
09-06-2023,UNIQLO,1760.16,Shopping
01-07-2024,GROWW SIP,16433.78,Investment
21-08-2024,FLIPKART,4146.16,Shopping
11-02-2023,GROCERY STORE,273.1,Food
03-05-2024,UPI/DECATHLON,4330.63,Shopping
10-02-2024,CREDIT - SALARY,100072.86,Salary
07-09-2024,DISNEY+ HOTSTAR,366.17,Entertainment
04-09-2023,SPOTIFY PREMIUM,980.95,Entertainment
11-07-2023,AIRTEL POSTPAID,706.54,Utilities
10-06-2023,FLIPKART,1286.56,Shopping
21-10-2024,DOMINOS PIZZA,2394.04,Food
15-01-2024,DISNEY+ HOTSTAR,252.72,Entertainment
10-10-2023,FLIPKART,3362.93,Shopping
15-07-2024,STARBUCKS,2190.3,Food
08-11-2024,GROCERY STORE,686.67,Food
03-05-2023,NETFLIX SUB,922.88,Entertainment
22-10-2024,DOMINOS PIZZA,1096.03,Food
23-04-2023,UPI/DECATHLON,1729.74,Shopping
23-06-2024,ZARA,4483.55,Shopping
19-02-2024,NETFLIX SUB,953.2,Entertainment
29-12-2024,NETFLIX SUB,414.32,Entertainment
06-12-2023,AMAZON INDIA,7977.4,Shopping
24-10-2023,DISNEY+ HOTSTAR,1111.8,Entertainment
08-03-2023,JIO FIBER,2030.69,Utilities
03-05-2023,UPI/SWIGGY,179.14,Food
07-07-2023,UPI/DECATHLON,1214.66,Shopping
08-07-2023,FLIPKART,7585.64,Shopping
29-04-2024,BLINKIT,1007.23,Food
23-04-2024,NPS CONTRIBUTION,6769.82,Investment
09-10-2024,GROCERY STORE,2315.62,Food
15-04-2024,UNIQLO,3882.21,Shopping
31-10-2024,UPI/ZOMATO,941.1,Food
28-12-2023,ACH DEBIT - HDFC HOME LOAN,35544.76,EMI
02-05-2024,BAJAJ FINSERV EMI,44341.84,EMI
24-07-2024,FLIPKART,5254.28,Shopping
25-10-2023,ZERODHA BROKING,19647.73,Investment
30-12-2024,UPI/SWIGGY,2012.05,Food
13-02-2024,PVR CINEMAS,1026.64,Entertainment
20-04-2024,PVR CINEMAS,796.24,Entertainment
25-03-2024,MCDONALDS,488.71,Food
08-07-2024,GROCERY STORE,949.57,Food
02-03-2024,NETFLIX SUB,1366.53,Entertainment
23-08-2024,DISNEY+ HOTSTAR,244.79,Entertainment
19-07-2024,NETFLIX SUB,221.37,Entertainment
25-11-2023,GROCERY STORE,1206.71,Food
25-09-2024,UPI/ZOMATO,1812.51,Food
03-11-2024,AMAZON INDIA,5411.98,Shopping
07-06-2024,AIRTEL POSTPAID,2702.53,Utilities
23-08-2023,UNIQLO,5423.42,Shopping
15-08-2023,DOMINOS PIZZA,1661.73,Food
02-04-2023,MYNTRA,3135.07,Shopping
02-01-2023,STARBUCKS,2211.99,Food
28-07-2023,MCDONALDS,1004.21,Food
11-03-2024,FLIPKART,5735.43,Shopping
06-02-2024,MYNTRA,3953.29,Shopping
20-05-2024,ICICI CAR LOAN,36313.47,EMI
23-01-2023,ZARA,7682.62,Shopping
16-07-2023,BOOKMYSHOW,628.95,Entertainment
04-05-2023,UPI/RENT TRANSFER,30267.96,Rent
05-03-2023,BOOKMYSHOW,1275.59,Entertainment
08-05-2024,SPOTIFY PREMIUM,499.97,Entertainment
09-09-2024,MYNTRA,3412.56,Shopping
12-03-2023,AMAZON INDIA,3831.62,Shopping
10-08-2024,AMAZON INDIA,2778.18,Shopping
14-08-2023,STARBUCKS,1511.55,Food
13-05-2024,JIO FIBER,2605.73,Utilities
07-12-2023,NETFLIX SUB,703.49,Entertainment
26-11-2023,IGL GAS BILL,843.83,Utilities
24-10-2023,SPOTIFY PREMIUM,232.44,Entertainment
17-08-2023,ZARA,3338.9,Shopping
06-09-2023,GROCERY STORE,557.41,Food
31-07-2023,MCDONALDS,792.55,Food
29-01-2023,UNIQLO,706.31,Shopping
11-07-2023,GROCERY STORE,928.65,Food
02-11-2023,MYNTRA,5668.28,Shopping
07-09-2023,UPI/KFC,469.63,Food
10-11-2023,UPI/ZOMATO,543.75,Food
21-12-2024,UPI/DECATHLON,3918.74,Shopping
09-12-2024,BESCOM BILL,1559.16,Utilities
05-12-2023,NETFLIX SUB,544.56,Entertainment
23-01-2024,ZERODHA BROKING,11204.97,Investment
13-11-2023,UPI/ZOMATO,1134.6,Food
17-12-2024,UPI/DECATHLON,6765.31,Shopping
26-05-2023,UPI/SWIGGY,491.99,Food
19-05-2023,AMAZON INDIA,5252.7,Shopping
17-08-2023,MYNTRA,1494.29,Shopping
23-12-2024,BESCOM BILL,1382.45,Utilities
30-01-2023,JIO FIBER,2804.21,Utilities
12-09-2023,UPI/DECATHLON,4958.51,Shopping
09-07-2024,AMAZON INDIA,2951.43,Shopping
03-02-2024,AMAZON INDIA,1926.32,Shopping
14-02-2023,UPI/SWIGGY,1385.88,Food
08-10-2024,ZARA,837.77,Shopping
31-03-2023,BESCOM BILL,2441.37,Utilities
11-03-2023,MYNTRA,5176.78,Shopping
23-11-2023,SPOTIFY PREMIUM,480.84,Entertainment
10-06-2023,STARBUCKS,2087.1,Food
09-08-2023,SPOTIFY PREMIUM,424.02,Entertainment
13-10-2023,BLINKIT,915.18,Food
05-05-2023,JIO FIBER,1528.23,Utilities
16-03-2024,MCDONALDS,2497.71,Food
03-10-2023,BESCOM BILL,1689.03,Utilities
21-10-2024,SPOTIFY PREMIUM,875.93,Entertainment
02-01-2023,PVR CINEMAS,601.88,Entertainment
05-02-2023,BESCOM BILL,980.97,Utilities
25-10-2023,UPI/SWIGGY,781.03,Food
25-06-2024,MYNTRA,6882.23,Shopping
29-05-2024,FLIPKART,5064.53,Shopping
17-12-2023,FLIPKART,2292.6,Shopping
01-10-2024,BLINKIT,1905.9,Food
26-10-2024,UNIQLO,2474.9,Shopping
31-08-2024,MCDONALDS,504.96,Food
16-07-2024,STARBUCKS,953.93,Food
05-03-2024,MCDONALDS,390.43,Food
03-01-2023,UPI/SWIGGY,948.23,Food
22-09-2024,BOOKMYSHOW,887.03,Entertainment
24-08-2023,NETFLIX SUB,1058.98,Entertainment
04-11-2023,BOOKMYSHOW,731.44,Entertainment
15-08-2023,DOMINOS PIZZA,1546.07,Food
20-09-2024,ICICI CAR LOAN,27980.02,EMI
19-04-2023,BOOKMYSHOW,1254.31,Entertainment
01-04-2024,JIO FIBER,2707.24,Utilities
11-05-2024,INFOSYS SALARY,92458.65,Salary
24-01-2024,ZARA,3688.39,Shopping
29-06-2024,JIO FIBER,2319.76,Utilities
06-08-2023,FLIPKART,7130.63,Shopping
19-09-2023,SALARY CREDIT - TCS,80314.31,Salary
09-06-2024,UPI/KFC,2315.48,Food
03-03-2024,UNIQLO,1874.78,Shopping
24-08-2024,IGL GAS BILL,1349.24,Utilities
11-01-2023,SPOTIFY PREMIUM,308.06,Entertainment
08-10-2024,GROCERY STORE,648.68,Food
10-12-2024,DOMINOS PIZZA,523.31,Food
07-12-2024,AIRTEL POSTPAID,1523.08,Utilities
04-02-2024,AMAZON INDIA,799.51,Shopping
22-03-2024,PPF TRANSFER,12429.2,Investment
23-06-2023,UPI/KFC,1735.28,Food
21-07-2024,UPI/DECATHLON,5795.6,Shopping
26-02-2023,IGL GAS BILL,979.31,Utilities
28-10-2023,UPI/ZOMATO,763.94,Food
27-09-2023,UPI/DECATHLON,6426.31,Shopping
14-09-2024,IGL GAS BILL,1832.92,Utilities
30-12-2023,GROWW SIP,5300.62,Investment
03-02-2024,UPI/SWIGGY,1033.41,Food
30-05-2024,UPI/RENT TRANSFER,17768.81,Rent
01-06-2024,UPI/ZOMATO,947.81,Food
31-01-2024,BLINKIT,1018.24,Food
29-08-2024,UPI/ZOMATO,390.8,Food
30-03-2024,NETFLIX SUB,1096.54,Entertainment
07-05-2023,PVR CINEMAS,802.24,Entertainment
28-07-2023,IGL GAS BILL,2426.98,Utilities
21-03-2024,MCDONALDS,504.84,Food
29-02-2024,GROWW SIP,16708.77,Investment
04-12-2023,ZERODHA BROKING,13613.22,Investment
12-09-2024,UPI/DECATHLON,5766.25,Shopping
17-05-2023,MYNTRA,6588.3,Shopping
20-04-2024,IGL GAS BILL,1051.53,Utilities
23-06-2024,BESCOM BILL,1083.23,Utilities
16-04-2023,NETFLIX SUB,544.76,Entertainment
27-06-2024,SPOTIFY PREMIUM,1283.68,Entertainment
21-11-2023,MYNTRA,4663.35,Shopping
23-04-2024,GROCERY STORE,433.35,Food
17-01-2023,DOMINOS PIZZA,1716.52,Food
08-05-2024,ZERODHA BROKING,6415.88,Investment
27-07-2024,STARBUCKS,2084.73,Food
30-03-2023,GROCERY STORE,1704.94,Food
17-10-2023,PVR CINEMAS,881.04,Entertainment
24-09-2023,HOUSE RENT,15373.76,Rent
26-11-2023,PVR CINEMAS,1242.93,Entertainment
06-04-2023,BESCOM BILL,1870.49,Utilities
02-12-2023,FLIPKART,2805.01,Shopping
26-08-2023,FLIPKART,1038.7,Shopping
04-02-2023,UPI/KFC,2016.77,Food
07-02-2023,AMAZON INDIA,3873.85,Shopping
21-08-2024,BLINKIT,715.67,Food
22-03-2024,NOBROKER RENT,21768.88,Rent
20-09-2024,STARBUCKS,995.05,Food
14-01-2024,UPI/SWIGGY,1396.01,Food
25-08-2023,IGL GAS BILL,1120.64,Utilities
07-07-2024,NETFLIX SUB,886.11,Entertainment
02-02-2023,NETFLIX SUB,513.09,Entertainment
05-10-2024,PVR CINEMAS,446.54,Entertainment
19-09-2024,BLINKIT,1906.47,Food
26-09-2023,MYNTRA,1998.19,Shopping
10-09-2023,ICICI CAR LOAN,25295.47,EMI
06-10-2024,DISNEY+ HOTSTAR,440.79,Entertainment
30-03-2024,UPI/DECATHLON,3120.17,Shopping
01-02-2023,STARBUCKS,1049.03,Food
24-07-2024,STARBUCKS,2136.58,Food
16-05-2023,NPS CONTRIBUTION,11013.57,Investment
25-12-2023,GROWW SIP,9312.47,Investment
11-03-2024,PVR CINEMAS,292.92,Entertainment
26-11-2024,JIO FIBER,963.79,Utilities
01-06-2024,MCDONALDS,1957.49,Food
07-05-2023,UPI/DECATHLON,4890.51,Shopping
20-09-2023,DOMINOS PIZZA,191.35,Food
09-09-2023,DISNEY+ HOTSTAR,682.87,Entertainment
04-11-2024,NPS CONTRIBUTION,17734.16,Investment
03-07-2023,SPOTIFY PREMIUM,916.92,Entertainment
23-04-2023,DISNEY+ HOTSTAR,673.33,Entertainment
23-04-2024,SPOTIFY PREMIUM,689.65,Entertainment
04-06-2024,UPI/KFC,164.78,Food
03-01-2024,DOMINOS PIZZA,2360.71,Food
15-07-2023,HOUSE RENT,34172.46,Rent
21-12-2023,FLIPKART,2652.3,Shopping
18-06-2024,ICICI CAR LOAN,31570.1,EMI
09-03-2024,GROCERY STORE,365.55,Food
23-10-2023,GROCERY STORE,1504.17,Food
27-04-2023,MYNTRA,1783.94,Shopping
27-07-2023,MYNTRA,7258.76,Shopping
30-05-2024,BESCOM BILL,566.86,Utilities
18-03-2023,PPF TRANSFER,7106.96,Investment
13-05-2024,DOMINOS PIZZA,1014.44,Food
01-04-2024,SPOTIFY PREMIUM,834.83,Entertainment
05-03-2023,BLINKIT,1628.77,Food
14-01-2024,BESCOM BILL,2391.15,Utilities
29-04-2024,MYNTRA,5782.45,Shopping
21-04-2023,MCDONALDS,1535.42,Food
31-07-2023,IGL GAS BILL,2551.09,Utilities
29-04-2023,NETFLIX SUB,851.86,Entertainment
26-11-2023,GROCERY STORE,1794.06,Food
05-09-2024,ACH DEBIT - HDFC HOME LOAN,29031,EMI
19-06-2023,BESCOM BILL,1879.44,Utilities
28-11-2023,JIO FIBER,1314.91,Utilities
08-02-2023,ZARA,1012.49,Shopping
15-11-2023,UNIQLO,6500.47,Shopping
15-07-2024,NETFLIX SUB,1162.89,Entertainment
24-07-2024,NPS CONTRIBUTION,8499.18,Investment
06-01-2024,JIO FIBER,1175.59,Utilities
24-02-2024,AMAZON INDIA,3405.31,Shopping
27-08-2024,FLIPKART,1447.23,Shopping
02-01-2023,PPF TRANSFER,11883.19,Investment
19-09-2023,GROWW SIP,16779.96,Investment
29-09-2024,PVR CINEMAS,998.19,Entertainment
09-07-2024,UPI/DECATHLON,5895.48,Shopping
29-08-2023,MYNTRA,7847.96,Shopping
23-05-2024,JIO FIBER,1277.09,Utilities
30-12-2024,BLINKIT,541.66,Food
19-08-2023,GROWW SIP,8982.84,Investment
29-09-2023,GROCERY STORE,965.76,Food
19-12-2023,TO LANDLORD,27769.74,Rent
07-08-2023,IGL GAS BILL,1724.03,Utilities
14-01-2023,AIRTEL POSTPAID,2662.77,Utilities
28-07-2024,ZERODHA BROKING,12702.03,Investment
13-10-2023,BOOKMYSHOW,515.26,Entertainment
30-12-2023,BESCOM BILL,2508,Utilities
13-09-2024,DISNEY+ HOTSTAR,224.71,Entertainment
05-07-2023,BLINKIT,490.4,Food
15-12-2023,UPI/KFC,2207.58,Food
08-05-2023,UPI/KFC,1690.74,Food
31-03-2024,MCDONALDS,1058.54,Food
17-10-2023,DOMINOS PIZZA,1918.11,Food
15-08-2024,AMAZON INDIA,7364.48,Shopping
16-08-2023,IGL GAS BILL,2981.88,Utilities
31-10-2023,FLIPKART,7476.61,Shopping
21-08-2023,UNIQLO,5074.57,Shopping
25-11-2023,MYNTRA,5547.75,Shopping
01-08-2024,GROCERY STORE,1336.63,Food
14-09-2024,BESCOM BILL,1119.36,Utilities
04-01-2023,UPI/DECATHLON,5535.95,Shopping
20-11-2023,SBI HOME LOAN EMI,26584.68,EMI
12-11-2023,UPI/KFC,1647.09,Food
22-01-2023,GROWW SIP,13078.55,Investment
27-08-2023,JIO FIBER,1706.73,Utilities
08-02-2024,MCDONALDS,2203.04,Food
04-12-2024,FLIPKART,2199.8,Shopping
28-03-2023,JIO FIBER,1920.62,Utilities
06-04-2024,UPI/ZOMATO,331.26,Food
15-07-2023,UNIQLO,4000.35,Shopping
22-08-2024,UPI/KFC,480.54,Food
22-09-2024,DOMINOS PIZZA,326.84,Food
12-07-2023,AMAZON INDIA,2955.96,Shopping
04-03-2023,GROCERY STORE,2349.78,Food
20-02-2024,UPI/DECATHLON,6964.26,Shopping
28-03-2023,UPI/ZOMATO,274.35,Food
24-04-2023,BLINKIT,2268.73,Food
16-03-2024,NPS CONTRIBUTION,19433.8,Investment
19-03-2024,DISNEY+ HOTSTAR,1389.86,Entertainment
06-06-2024,GROCERY STORE,484.58,Food
13-09-2023,MCDONALDS,2082.26,Food
26-12-2024,DOMINOS PIZZA,948.64,Food
21-04-2024,PPF TRANSFER,13128.04,Investment
06-12-2023,FLIPKART,7737.01,Shopping
05-08-2024,BLINKIT,1393.45,Food
09-10-2023,NETFLIX SUB,912.42,Entertainment
07-09-2023,SALARY CREDIT - TCS,126753.78,Salary
23-11-2023,GROCERY STORE,424.76,Food
12-08-2023,ZERODHA BROKING,6766.19,Investment
23-02-2023,GROCERY STORE,2436.01,Food
10-01-2023,GROCERY STORE,2284.29,Food
25-04-2023,GROCERY STORE,1458.26,Food
27-06-2023,SPOTIFY PREMIUM,1226.57,Entertainment
03-11-2024,MCDONALDS,349.02,Food
31-08-2024,ZARA,4800.17,Shopping
30-05-2024,NETFLIX SUB,343.26,Entertainment
09-09-2024,AMAZON INDIA,4936.79,Shopping
06-12-2024,UPI/KFC,1526.1,Food
06-08-2024,UPI/KFC,1687.63,Food
03-07-2024,ACH DEBIT - HDFC HOME LOAN,32736.2,EMI
16-07-2023,HOUSE RENT,19274.92,Rent
05-04-2023,BLINKIT,1624.55,Food
28-01-2024,PVR CINEMAS,1303.33,Entertainment
08-02-2024,STARBUCKS,1978.41,Food
30-07-2023,GROCERY STORE,246,Food
29-12-2024,UPI/KFC,1678.51,Food
18-07-2024,UPI/KFC,998.06,Food
31-07-2024,UPI/ZOMATO,1402.58,Food
09-09-2023,UPI/RENT TRANSFER,16348.96,Rent
21-07-2024,NETFLIX SUB,1012.78,Entertainment
03-01-2023,ZARA,1391.17,Shopping
25-02-2023,FLIPKART,7293.18,Shopping
02-11-2024,AMAZON INDIA,6981.33,Shopping
14-11-2024,BOOKMYSHOW,1054.81,Entertainment
18-09-2023,MYNTRA,1614.39,Shopping
29-12-2023,UPI/DECATHLON,7454.01,Shopping
23-01-2023,PPF TRANSFER,18905.94,Investment
21-03-2024,MYNTRA,6824.2,Shopping
27-07-2024,BOOKMYSHOW,520.32,Entertainment
25-06-2024,AIRTEL POSTPAID,2925.86,Utilities
16-06-2023,DOMINOS PIZZA,2328.63,Food
30-05-2023,PVR CINEMAS,1440.32,Entertainment
30-03-2023,DOMINOS PIZZA,2479.47,Food
19-12-2023,SPOTIFY PREMIUM,231.88,Entertainment
30-08-2023,DISNEY+ HOTSTAR,381.66,Entertainment
03-12-2023,AIRTEL POSTPAID,1106.81,Utilities
01-10-2023,AIRTEL POSTPAID,910.73,Utilities
25-02-2024,NETFLIX SUB,998.33,Entertainment
10-06-2024,PPF TRANSFER,19188.51,Investment
19-03-2023,IGL GAS BILL,1848.98,Utilities
30-09-2023,MYNTRA,1501.52,Shopping
13-07-2024,BOOKMYSHOW,1268.84,Entertainment
01-11-2023,BLINKIT,1869.42,Food
18-10-2024,SPOTIFY PREMIUM,667.25,Entertainment
06-11-2023,NETFLIX SUB,885.36,Entertainment
22-10-2023,BLINKIT,2369.53,Food
20-01-2023,IGL GAS BILL,2322.09,Utilities
27-02-2023,UPI/KFC,2481.85,Food
26-04-2024,AMAZON INDIA,840.01,Shopping
05-05-2024,MYNTRA,5736.86,Shopping
25-04-2024,BLINKIT,2256.45,Food
23-01-2023,GROCERY STORE,202.38,Food
10-12-2023,PPF TRANSFER,11169.07,Investment
24-05-2023,CREDIT - SALARY,144106.06,Salary
24-09-2023,CREDIT - SALARY,118051.8,Salary
18-05-2024,ZERODHA BROKING,11643.36,Investment
07-12-2023,AMAZON INDIA,2353.22,Shopping
23-01-2023,JIO FIBER,2465.17,Utilities
12-03-2023,NETFLIX SUB,912.84,Entertainment
11-06-2024,BOOKMYSHOW,561.87,Entertainment
10-12-2024,MCDONALDS,1950.94,Food
03-05-2024,MCDONALDS,2172.55,Food
30-04-2023,UPI/SWIGGY,591.11,Food
06-09-2024,AIRTEL POSTPAID,2438.84,Utilities
24-06-2024,BESCOM BILL,654.1,Utilities
05-02-2023,ICICI CAR LOAN,43692.52,EMI
24-03-2024,AMAZON INDIA,1029.29,Shopping
13-12-2024,AMAZON INDIA,609.45,Shopping
30-01-2024,UPI/ZOMATO,601.28,Food
08-08-2023,NETFLIX SUB,1052.34,Entertainment
26-03-2023,ZARA,2240.37,Shopping
20-05-2023,MCDONALDS,727.62,Food
07-06-2024,GROCERY STORE,528.54,Food
12-07-2024,ZARA,1055.82,Shopping
02-10-2023,UPI/KFC,2239.47,Food
14-06-2023,DISNEY+ HOTSTAR,402.07,Entertainment
03-05-2024,GROCERY STORE,1021.97,Food
29-11-2024,NETFLIX SUB,1109.01,Entertainment
23-02-2023,DOMINOS PIZZA,1626.57,Food
11-05-2024,MCDONALDS,714.98,Food
20-03-2023,IGL GAS BILL,2248.19,Utilities
05-12-2024,PVR CINEMAS,410.76,Entertainment
10-10-2023,UPI/DECATHLON,6503.98,Shopping
28-05-2024,SPOTIFY PREMIUM,1485.3,Entertainment
09-10-2023,DISNEY+ HOTSTAR,1074.48,Entertainment
02-01-2024,PVR CINEMAS,452.22,Entertainment
19-06-2024,FLIPKART,4581.8,Shopping
07-09-2024,BESCOM BILL,2924.62,Utilities
23-07-2023,BESCOM BILL,548.58,Utilities
30-11-2023,NETFLIX SUB,744.65,Entertainment
22-08-2023,SPOTIFY PREMIUM,1170.17,Entertainment
06-11-2024,UPI/ZOMATO,275.46,Food
16-06-2024,MYNTRA,1669.03,Shopping
08-11-2023,IGL GAS BILL,1486.75,Utilities
17-02-2024,SPOTIFY PREMIUM,904.15,Entertainment
30-08-2024,NETFLIX SUB,750.01,Entertainment
29-11-2024,BLINKIT,771.9,Food
09-01-2023,UPI/KFC,588.29,Food
15-09-2024,DOMINOS PIZZA,1431.82,Food
14-08-2023,STARBUCKS,1790.57,Food
18-08-2023,BOOKMYSHOW,425.92,Entertainment
22-09-2023,FLIPKART,2710.62,Shopping
12-01-2023,GROCERY STORE,2287.04,Food
22-08-2023,BOOKMYSHOW,559.66,Entertainment
05-04-2023,UPI/SWIGGY,214.42,Food
03-09-2023,DOMINOS PIZZA,1291.49,Food
21-06-2024,NETFLIX SUB,754.67,Entertainment
24-05-2023,BOOKMYSHOW,300.3,Entertainment
24-11-2023,STARBUCKS,1128.4,Food
02-01-2024,UPI/ZOMATO,1851.88,Food
12-10-2023,JIO FIBER,1099.35,Utilities
20-01-2023,UPI/ZOMATO,837.61,Food
17-08-2023,UNIQLO,4403.66,Shopping
27-10-2024,BESCOM BILL,1472,Utilities
15-09-2023,MCDONALDS,510.49,Food
14-08-2023,IGL GAS BILL,1986.25,Utilities
24-05-2024,UPI/DECATHLON,1397.76,Shopping
19-07-2024,PVR CINEMAS,1013.09,Entertainment
16-01-2023,PPF TRANSFER,10483.53,Investment
08-02-2024,AIRTEL POSTPAID,1184.34,Utilities
25-05-2023,PVR CINEMAS,494.44,Entertainment
25-11-2023,BOOKMYSHOW,573.72,Entertainment
11-08-2023,IGL GAS BILL,1416.52,Utilities
28-01-2023,GROWW SIP,17137.21,Investment
03-09-2024,GROCERY STORE,1788.19,Food
09-07-2024,SPOTIFY PREMIUM,274.81,Entertainment
05-04-2024,DOMINOS PIZZA,1397.15,Food
22-09-2023,DISNEY+ HOTSTAR,333.34,Entertainment
08-07-2024,UPI/KFC,2039.93,Food
02-01-2024,UPI/ZOMATO,1704.01,Food
15-03-2024,UPI/SWIGGY,379.95,Food
29-12-2023,MCDONALDS,194.3,Food
01-09-2024,MCDONALDS,1397.53,Food
26-12-2023,GROWW SIP,19743.89,Investment
05-11-2024,BESCOM BILL,1681.26,Utilities
31-08-2024,UPI/SWIGGY,286.68,Food
14-01-2023,ZERODHA BROKING,10102.7,Investment
01-11-2023,DISNEY+ HOTSTAR,1323.26,Entertainment
01-10-2023,BOOKMYSHOW,478.5,Entertainment
09-01-2024,FLIPKART,5079.19,Shopping
29-10-2023,IGL GAS BILL,2343.23,Utilities
25-10-2024,NETFLIX SUB,378.82,Entertainment
28-07-2023,DISNEY+ HOTSTAR,1145.55,Entertainment
06-02-2024,BESCOM BILL,2325.97,Utilities
10-12-2023,BAJAJ FINSERV EMI,37359.08,EMI
26-08-2023,JIO FIBER,2931.2,Utilities
05-06-2023,BLINKIT,1270.12,Food
06-04-2024,UPI/ZOMATO,799.27,Food
11-08-2023,SPOTIFY PREMIUM,769.58,Entertainment
05-06-2023,DISNEY+ HOTSTAR,731.59,Entertainment
16-12-2024,MYNTRA,4364.19,Shopping
15-11-2024,STARBUCKS,1894.89,Food
11-05-2024,AMAZON INDIA,2534.33,Shopping
15-07-2023,UPI/DECATHLON,1252.33,Shopping
17-02-2023,JIO FIBER,2778.09,Utilities
09-01-2024,MCDONALDS,2173.65,Food
08-06-2023,PVR CINEMAS,1046.89,Entertainment
05-03-2024,UPI/KFC,275.27,Food
19-12-2023,STARBUCKS,1330.92,Food
30-12-2023,DOMINOS PIZZA,1486.68,Food
23-05-2023,JIO FIBER,1329.97,Utilities
02-03-2023,MCDONALDS,1625.29,Food
18-11-2023,JIO FIBER,2922.25,Utilities
13-03-2023,AIRTEL POSTPAID,990.9,Utilities
18-10-2024,UNIQLO,4486.53,Shopping
01-07-2024,BLINKIT,1499.3,Food
02-08-2024,FLIPKART,2065.91,Shopping
03-12-2024,BOOKMYSHOW,655.78,Entertainment
01-06-2024,NPS CONTRIBUTION,6873.29,Investment
05-03-2023,NPS CONTRIBUTION,8870.41,Investment
09-08-2024,BLINKIT,1340.65,Food
22-01-2024,BESCOM BILL,2525.21,Utilities
26-07-2023,ZERODHA BROKING,12110.39,Investment
28-01-2023,PVR CINEMAS,538.55,Entertainment
30-04-2024,BESCOM BILL,760.72,Utilities
05-03-2024,BESCOM BILL,636.04,Utilities
27-02-2024,ZARA,6890.46,Shopping
25-03-2024,MYNTRA,4218.21,Shopping
21-04-2023,AMAZON INDIA,1368.36,Shopping
06-03-2024,PVR CINEMAS,1172.5,Entertainment
01-09-2024,UNIQLO,3093.99,Shopping
09-11-2023,UPI/ZOMATO,1857.98,Food
23-07-2024,FLIPKART,5324.59,Shopping
24-10-2023,MCDONALDS,2177.63,Food
26-03-2024,FLIPKART,5262.97,Shopping
10-07-2023,MCDONALDS,435.74,Food
08-04-2023,PVR CINEMAS,1257.8,Entertainment
20-08-2023,NETFLIX SUB,750.77,Entertainment
24-09-2023,AMAZON INDIA,876.14,Shopping
27-06-2024,MYNTRA,1522.47,Shopping
05-10-2024,UNIQLO,4098.48,Shopping
27-03-2023,DISNEY+ HOTSTAR,799.56,Entertainment
22-01-2024,BLINKIT,1740.71,Food
04-04-2024,ACCENTURE PAYROLL,115962.74,Salary
01-01-2024,HOUSE RENT,20132.77,Rent
01-12-2023,AMAZON INDIA,908.02,Shopping
23-05-2024,MYNTRA,4024.99,Shopping
14-07-2024,DOMINOS PIZZA,538.95,Food
14-04-2024,SPOTIFY PREMIUM,994.36,Entertainment
